No,検査分類,表示名,施設ID,検査コード,検査名,検体コード,検体名,単位,標準単位,変換率
772,生化学検査,α-ｱﾐﾉｱｼﾞﾋﾟﾝ酸,1.2.840.114319.5.1000.1.22.1,0064600,α-ｱﾐﾉｱｼﾞﾋﾟﾝ酸,005,静血漿,nmol/mL,nmol/mL,1
773,生化学検査,ﾌﾟﾛﾘﾝ,1.2.840.114319.5.1000.1.18.1,0948012,ﾌﾟﾛﾘﾝ,034,血液,nmol/mL,nmol/mL,1
774,生化学検査,ﾌﾟﾛﾘﾝ,1.2.840.114319.5.1000.1.22.2,394113,Ｐｒｏｌｉｎｅ,1C1,静脈血漿（凝固）,μMol/L,nmol/mL,1
775,生化学検査,ﾌﾟﾛﾘﾝ,1.2.840.114319.5.1000.1.28.13,2712,プロリン,13,血漿,nmol/ml,nmol/mL,1
776,生化学検査,ﾌﾟﾛﾘﾝ,1.2.840.114319.5.1000.1.22.1,0066800,ﾌﾟﾛﾘﾝ,005,静血漿,nmol/mL,nmol/mL,1
777,生化学検査,ｸﾞﾘｼﾝ,1.2.840.114319.5.1000.1.18.1,0948013,ｸﾞﾘｼﾝ,034,血液,nmol/mL,nmol/mL,1
778,生化学検査,ｸﾞﾘｼﾝ,1.2.840.114319.5.1000.1.22.2,394114,Ｇｌｙｃｉｎｅ,1C1,静脈血漿（凝固）,μMol/L,nmol/mL,1
779,生化学検査,ｸﾞﾘｼﾝ,1.2.840.114319.5.1000.1.28.13,2713,グリシン,13,血漿,nmol/ml,nmol/mL,1
780,生化学検査,ｸﾞﾘｼﾝ,1.2.840.114319.5.1000.1.22.1,0066900,ｸﾞﾘｼﾝ,005,静血漿,nmol/mL,nmol/mL,1
781,生化学検査,ｱﾗﾆﾝ,1.2.840.114319.5.1000.1.18.1,0948014,ｱﾗﾆﾝ,034,血液,nmol/mL,nmol/mL,1
782,生化学検査,ｱﾗﾆﾝ,1.2.840.114319.5.1000.1.22.2,394115,Ａｌａｎｉｎｅ,1C1,静脈血漿（凝固）,μMol/L,nmol/mL,1
783,生化学検査,ｱﾗﾆﾝ,1.2.840.114319.5.1000.1.28.13,2714,アラニン,13,血漿,nmol/ml,nmol/mL,1
784,生化学検査,ｱﾗﾆﾝ,1.2.840.114319.5.1000.1.22.1,0067000,ｱﾗﾆﾝ,005,静血漿,nmol/mL,nmol/mL,1
785,生化学検査,ｼﾄﾙﾘﾝ,1.2.840.114319.5.1000.1.18.1,0948015,ｼﾄﾙﾘﾝ,034,血液,nmol/mL,nmol/mL,1
786,生化学検査,ｼﾄﾙﾘﾝ,1.2.840.114319.5.1000.1.22.2,394116,Ｃｉｔｒｕｌｌｉｎｅ,1C1,静脈血漿（凝固）,μMol/L,nmol/mL,1
787,生化学検査,ｼﾄﾙﾘﾝ,1.2.840.114319.5.1000.1.28.13,2715,シトルリン,13,血漿,nmol/ml,nmol/mL,1
788,生化学検査,ｼﾄﾙﾘﾝ,1.2.840.114319.5.1000.1.22.1,0064500,ｼﾄﾙﾘﾝ,005,静血漿,nmol/mL,nmol/mL,1
789,生化学検査,α-ｱﾐﾉ-n-酪酸,1.2.840.114319.5.1000.1.18.1,0948016,α-ｱﾐﾉ-n-酪酸,034,血液,nmol/mL,nmol/mL,1
790,生化学検査,α-ｱﾐﾉ-n-酪酸,1.2.840.114319.5.1000.1.22.2,394117,Α－Ａｂａ,1C1,静脈血漿（凝固）,μMol/L,nmol/mL,1
791,生化学検査,α-ｱﾐﾉ-n-酪酸,1.2.840.114319.5.1000.1.28.13,2716,Α－アミノ－Ｎ－酪酸,13,血漿,nmol/ml,nmol/mL,1
792,生化学検査,α-ｱﾐﾉ-n-酪酸,1.2.840.114319.5.1000.1.22.1,0064700,α-ｱﾐﾉ-n-酪酸,005,静血漿,nmol/mL,nmol/mL,1
793,生化学検査,ﾊﾞﾘﾝ,1.2.840.114319.5.1000.1.18.1,0948017,ﾊﾞﾘﾝ,034,血液,nmol/mL,nmol/mL,1
794,生化学検査,ﾊﾞﾘﾝ,1.2.840.114319.5.1000.1.22.2,394118,Ｖａｌｉｎｅ,1C1,静脈血漿（凝固）,μMol/L,nmol/mL,1
795,生化学検査,ﾊﾞﾘﾝ,1.2.840.114319.5.1000.1.28.13,2717,バリン,13,血漿,nmol/ml,nmol/mL,1
796,生化学検査,ﾊﾞﾘﾝ,1.2.840.114319.5.1000.1.22.1,0067200,ﾊﾞﾘﾝ,005,静血漿,nmol/mL,nmol/mL,1
797,生化学検査,ｼｽﾁﾝ,1.2.840.114319.5.1000.1.18.1,0948018,ｼｽﾁﾝ,034,血液,nmol/mL,nmol/mL,1
798,生化学検査,ｼｽﾁﾝ,1.2.840.114319.5.1000.1.22.2,394119,Ｃｙｓｔｉｎｅ,1C1,静脈血漿（凝固）,μMol/L,nmol/mL,1
799,生化学検査,ｼｽﾁﾝ,1.2.840.114319.5.1000.1.28.13,2718,シスチン,13,血漿,nmol/ml,nmol/mL,1
800,生化学検査,ｼｽﾁﾝ,1.2.840.114319.5.1000.1.22.1,0067100,ｼｽﾁﾝ,005,静血漿,nmol/mL,nmol/mL,1
801,生化学検査,ﾒﾁｵﾆﾝ,1.2.840.114319.5.1000.1.18.1,0948019,ﾒﾁｵﾆﾝ,034,血液,nmol/mL,nmol/mL,1
802,生化学検査,ﾒﾁｵﾆﾝ,1.2.840.114319.5.1000.1.22.2,394121,Ｍｅｔｈｉｏｎｉｎｅ,1C1,静脈血漿（凝固）,μMol/L,nmol/mL,1
803,生化学検査,ﾒﾁｵﾆﾝ,1.2.840.114319.5.1000.1.28.13,2719,メチオニン,13,血漿,nmol/ml,nmol/mL,1
804,生化学検査,ﾒﾁｵﾆﾝ,1.2.840.114319.5.1000.1.22.1,0067300,ﾒﾁｵﾆﾝ,005,静血漿,nmol/mL,nmol/mL,1
805,生化学検査,ｼｽﾀﾁｵﾆﾝ,1.2.840.114319.5.1000.1.18.1,0948020,ｼｽﾀﾁｵﾆﾝ,034,血液,nmol/mL,nmol/mL,1
806,生化学検査,ｼｽﾀﾁｵﾆﾝ,1.2.840.114319.5.1000.1.22.2,394122,Ｃｙｓｔａｔｈｉｏｎｉｎｅ,1C1,静脈血漿（凝固）,μMol/L,nmol/mL,1
807,生化学検査,ｼｽﾀﾁｵﾆﾝ,1.2.840.114319.5.1000.1.28.13,2720,シスタチオニン,13,血漿,nmol/ml,nmol/mL,1
808,生化学検査,ｼｽﾀﾁｵﾆﾝ,1.2.840.114319.5.1000.1.22.1,0064800,ｼｽﾀﾁｵﾆﾝ,005,静血漿,nmol/mL,nmol/mL,1
809,生化学検査,ｲｿﾛｲｼﾝ,1.2.840.114319.5.1000.1.18.1,0948021,ｲｿﾛｲｼﾝ,034,血液,nmol/mL,nmol/mL,1
810,生化学検査,ｲｿﾛｲｼﾝ,1.2.840.114319.5.1000.1.22.2,394123,Ｉｓｏｌｅｕｃｉｎｅ,1C1,静脈血漿（凝固）,μMol/L,nmol/mL,1
811,生化学検査,ｲｿﾛｲｼﾝ,1.2.840.114319.5.1000.1.28.13,2721,イソロイシン,13,血漿,nmol/ml,nmol/mL,1
812,生化学検査,ｲｿﾛｲｼﾝ,1.2.840.114319.5.1000.1.22.1,0067400,ｲｿﾛｲｼﾝ,005,静血漿,nmol/mL,nmol/mL,1
813,生化学検査,ﾛｲｼﾝ,1.2.840.114319.5.1000.1.18.1,0948022,ﾛｲｼﾝ,034,血液,nmol/mL,nmol/mL,1
814,生化学検査,ﾛｲｼﾝ,1.2.840.114319.5.1000.1.22.2,394124,Ｌｅｕｃｉｎｅ,1C1,静脈血漿（凝固）,μMol/L,nmol/mL,1
815,生化学検査,ﾛｲｼﾝ,1.2.840.114319.5.1000.1.28.13,2722,ロイシン,13,血漿,nmol/ml,nmol/mL,1
816,生化学検査,ﾛｲｼﾝ,1.2.840.114319.5.1000.1.22.1,0067500,ﾛｲｼﾝ,005,静血漿,nmol/mL,nmol/mL,1
817,生化学検査,β-ｱﾗﾆﾝ,1.2.840.114319.5.1000.1.18.1,0948024,β-ｱﾗﾆﾝ,034,血液,nmol/mL,nmol/mL,1
818,生化学検査,β-ｱﾗﾆﾝ,1.2.840.114319.5.1000.1.22.2,394126,Β－Ａｌａｎｉｎｅ,1C1,静脈血漿（凝固）,μMol/L,nmol/mL,1
819,生化学検査,β-ｱﾗﾆﾝ,1.2.840.114319.5.1000.1.28.13,2724,Β－アラニン,13,血漿,nmol/ml,nmol/mL,1
820,生化学検査,β-ｱﾗﾆﾝ,1.2.840.114319.5.1000.1.22.1,0065000,β-ｱﾗﾆﾝ,005,静血漿,nmol/mL,nmol/mL,1
821,生化学検査,β-ｱﾐﾉｲｿ酪酸,1.2.840.114319.5.1000.1.18.1,0948026,β-ｱﾐﾉｲｿ酪酸,034,血液,nmol/mL,nmol/mL,1
822,生化学検査,β-ｱﾐﾉｲｿ酪酸,1.2.840.114319.5.1000.1.22.2,394128,Β－Ａｉｂａ,1C1,静脈血漿（凝固）,μMol/L,nmol/mL,1
823,生化学検査,β-ｱﾐﾉｲｿ酪酸,1.2.840.114319.5.1000.1.28.13,2726,Β－アミノイソ酪酸,13,血漿,nmol/ml,nmol/mL,1
824,生化学検査,β-ｱﾐﾉｲｿ酪酸,1.2.840.114319.5.1000.1.22.1,0065100,β-ｱﾐﾉｲｿ酪酸,005,静血漿,nmol/mL,nmol/mL,1
825,生化学検査,ﾎﾓｼｽﾁﾝ,1.2.840.114319.5.1000.1.18.1,0948027,ﾎﾓｼｽﾁﾝ,034,血液,nmol/mL,nmol/mL,1
826,生化学検査,ﾎﾓｼｽﾁﾝ,1.2.840.114319.5.1000.1.22.2,394129,Ｈｏｍｏｃｙｓｔｉｎｅ,1C1,静脈血漿（凝固）,μMol/L,nmol/mL,1
827,生化学検査,ﾎﾓｼｽﾁﾝ,1.2.840.114319.5.1000.1.28.13,2727,ホモシスチン,13,血漿,nmol/ml,nmol/mL,1
828,生化学検査,ﾎﾓｼｽﾁﾝ,1.2.840.114319.5.1000.1.22.1,0064900,ﾎﾓｼｽﾁﾝ,005,静血漿,nmol/mL,nmol/mL,1
829,生化学検査,γ-ｱﾐﾉ酪酸,1.2.840.114319.5.1000.1.18.1,0948028,γ-ｱﾐﾉ酪酸,034,血液,nmol/mL,nmol/mL,1
830,生化学検査,γ-ｱﾐﾉ酪酸,1.2.840.114319.5.1000.1.22.2,394130,Ｇａｂａ,1C1,静脈血漿（凝固）,μMol/L,nmol/mL,1
831,生化学検査,γ-ｱﾐﾉ酪酸,1.2.840.114319.5.1000.1.28.13,2728,Γ－アミノ酪酸,13,血漿,nmol/ml,nmol/mL,1
832,生化学検査,γ-ｱﾐﾉ酪酸,1.2.840.114319.5.1000.1.22.1,0065300,γ-ｱﾐﾉ酪酸,005,静血漿,nmol/mL,nmol/mL,1
833,生化学検査,ﾊｲﾄﾞﾛｷｼﾘｼﾞﾝ,1.2.840.114319.5.1000.1.18.1,0948030,ﾊｲﾄﾞﾛｷｼﾘｼﾞﾝ,034,血液,nmol/mL,nmol/mL,1
834,生化学検査,ﾊｲﾄﾞﾛｷｼﾘｼﾞﾝ,1.2.840.114319.5.1000.1.22.2,394132,Ｈｙｌｙｓ,1C1,静脈血漿（凝固）,μMol/L,nmol/mL,1
835,生化学検査,ﾊｲﾄﾞﾛｷｼﾘｼﾞﾝ,1.2.840.114319.5.1000.1.28.13,2730,ハイドロキシリジン,13,血漿,nmol/ml,nmol/mL,1
836,生化学検査,ﾊｲﾄﾞﾛｷｼﾘｼﾞﾝ,1.2.840.114319.5.1000.1.22.1,0065900,ﾊｲﾄﾞﾛｷｼﾘｼﾞﾝ,005,静血漿,nmol/mL,nmol/mL,1
837,生化学検査,ｵﾙﾆﾁﾝ,1.2.840.114319.5.1000.1.18.1,0948031,ｵﾙﾆﾁﾝ,034,血液,nmol/mL,nmol/mL,1
838,生化学検査,ｵﾙﾆﾁﾝ,1.2.840.114319.5.1000.1.22.2,394133,Ｏｒｎｉｔｈｉｎｅ,1C1,静脈血漿（凝固）,μMol/L,nmol/mL,1
839,生化学検査,ｵﾙﾆﾁﾝ,1.2.840.114319.5.1000.1.28.13,2731,オルニチン,13,血漿,nmol/ml,nmol/mL,1
840,生化学検査,ｵﾙﾆﾁﾝ,1.2.840.114319.5.1000.1.22.1,0065700,ｵﾙﾆﾁﾝ,005,静血漿,nmol/mL,nmol/mL,1
841,生化学検査,1-ﾒﾁﾙﾋｽﾁｼﾞﾝ,1.2.840.114319.5.1000.1.18.1,0948032,1-ﾒﾁﾙﾋｽﾁｼﾞﾝ,034,血液,nmol/mL,nmol/mL,1
842,生化学検査,1-ﾒﾁﾙﾋｽﾁｼﾞﾝ,1.2.840.114319.5.1000.1.22.2,394134,１－Ｍｈｉｓ,1C1,静脈血漿（凝固）,μMol/L,nmol/mL,1
843,生化学検査,1-ﾒﾁﾙﾋｽﾁｼﾞﾝ,1.2.840.114319.5.1000.1.28.13,2732,１－メチルヒスチジン,13,血漿,nmol/ml,nmol/mL,1
844,生化学検査,1-ﾒﾁﾙﾋｽﾁｼﾞﾝ,1.2.840.114319.5.1000.1.22.1,0065500,1-ﾒﾁﾙﾋｽﾁｼﾞﾝ,005,静血漿,nmol/mL,nmol/mL,1
845,生化学検査,ﾋｽﾁｼﾞﾝ,1.2.840.114319.5.1000.1.18.1,0948033,ﾋｽﾁｼﾞﾝ,034,血液,nmol/mL,nmol/mL,1
846,生化学検査,ﾋｽﾁｼﾞﾝ,1.2.840.114319.5.1000.1.22.2,394135,Ｈｉｓｔｉｄｉｎｅ,1C1,静脈血漿（凝固）,μMol/L,nmol/mL,1
847,生化学検査,ﾋｽﾁｼﾞﾝ,1.2.840.114319.5.1000.1.28.13,2733,ヒスチジン,13,血漿,nmol/ml,nmol/mL,1
848,生化学検査,ﾋｽﾁｼﾞﾝ,1.2.840.114319.5.1000.1.22.1,0067900,ﾋｽﾁｼﾞﾝ,005,静血漿,nmol/mL,nmol/mL,1
849,生化学検査,ﾘｼﾞﾝ,1.2.840.114319.5.1000.1.18.1,0948034,ﾘｼﾞﾝ,034,血液,nmol/mL,nmol/mL,1
850,生化学検査,ﾘｼﾞﾝ,1.2.840.114319.5.1000.1.22.2,394136,Ｌｙｓｉｎｅ,1C1,静脈血漿（凝固）,μMol/L,nmol/mL,1
851,生化学検査,ﾘｼﾞﾝ,1.2.840.114319.5.1000.1.28.13,2734,リジン,13,血漿,nmol/ml,nmol/mL,1
852,生化学検査,ﾘｼﾞﾝ,1.2.840.114319.5.1000.1.22.1,0068000,ﾘｼﾞﾝ,005,静血漿,nmol/mL,nmol/mL,1
853,生化学検査,3-ﾒﾁﾙﾋｽﾁｼﾞﾝ,1.2.840.114319.5.1000.1.18.1,0948035,3-ﾒﾁﾙﾋｽﾁｼﾞﾝ,034,血液,nmol/mL,nmol/mL,1
854,生化学検査,3-ﾒﾁﾙﾋｽﾁｼﾞﾝ,1.2.840.114319.5.1000.1.22.2,394137,３－Ｍｈｉｓ,1C1,静脈血漿（凝固）,μMol/L,nmol/mL,1
855,生化学検査,3-ﾒﾁﾙﾋｽﾁｼﾞﾝ,1.2.840.114319.5.1000.1.28.13,2735,３－メチルヒスチジン,13,血漿,nmol/ml,nmol/mL,1
856,生化学検査,3-ﾒﾁﾙﾋｽﾁｼﾞﾝ,1.2.840.114319.5.1000.1.22.1,0065600,3-ﾒﾁﾙﾋｽﾁｼﾞﾝ,005,静血漿,nmol/mL,nmol/mL,1
857,生化学検査,ﾄﾘﾌﾟﾄﾌｧﾝ,1.2.840.114319.5.1000.1.18.1,0948036,ﾄﾘﾌﾟﾄﾌｧﾝ,034,血液,nmol/mL,nmol/mL,1
858,生化学検査,ﾄﾘﾌﾟﾄﾌｧﾝ,1.2.840.114319.5.1000.1.22.2,394138,Ｔｒｙｐｔｏｐｈａｎ,1C1,静脈血漿（凝固）,μMol/L,nmol/mL,1
859,生化学検査,ﾄﾘﾌﾟﾄﾌｧﾝ,1.2.840.114319.5.1000.1.28.13,2736,トリプトファン,13,血漿,nmol/ml,nmol/mL,1
860,生化学検査,ﾄﾘﾌﾟﾄﾌｧﾝ,1.2.840.114319.5.1000.1.22.1,0067800,ﾄﾘﾌﾟﾄﾌｧﾝ,005,静血漿,nmol/mL,nmol/mL,1
861,生化学検査,ｱﾝｾﾘﾝ,1.2.840.114319.5.1000.1.18.1,0948037,ｱﾝｾﾘﾝ,034,血液,nmol/mL,nmol/mL,1
862,生化学検査,ｱﾝｾﾘﾝ,1.2.840.114319.5.1000.1.22.2,394139,Ａｎｓｅｒｉｎｅ,1C1,静脈血漿（凝固）,μMol/L,nmol/mL,1
863,生化学検査,ｱﾝｾﾘﾝ,1.2.840.114319.5.1000.1.28.13,2737,アンセリン,13,血漿,nmol/ml,nmol/mL,1
864,生化学検査,ｱﾝｾﾘﾝ,1.2.840.114319.5.1000.1.22.1,0066000,ｱﾝｾﾘﾝ,005,静血漿,nmol/mL,nmol/mL,1
865,生化学検査,ｶﾙﾉｼﾝ,1.2.840.114319.5.1000.1.18.1,0948038,ｶﾙﾉｼﾝ,034,血液,nmol/mL,nmol/mL,1
866,生化学検査,ｶﾙﾉｼﾝ,1.2.840.114319.5.1000.1.22.2,394140,Ｃａｒｎｏｓｉｎｅ,1C1,静脈血漿（凝固）,μMol/L,nmol/mL,1
867,生化学検査,ｶﾙﾉｼﾝ,1.2.840.114319.5.1000.1.28.13,2738,カルノシン,13,血漿,nmol/ml,nmol/mL,1
868,生化学検査,ｶﾙﾉｼﾝ,1.2.840.114319.5.1000.1.22.1,0065800,ｶﾙﾉｼﾝ,005,静血漿,nmol/mL,nmol/mL,1
869,生化学検査,ｱﾙｷﾞﾆﾝ,1.2.840.114319.5.1000.1.18.1,0948039,ｱﾙｷﾞﾆﾝ,034,血液,nmol/mL,nmol/mL,1
870,生化学検査,ｱﾙｷﾞﾆﾝ,1.2.840.114319.5.1000.1.22.2,394141,Ａｒｇｉｎｉｎｅ,1C1,静脈血漿（凝固）,μMol/L,nmol/mL,1
871,生化学検査,ｱﾙｷﾞﾆﾝ,1.2.840.114319.5.1000.1.28.13,2739,アルギニン,13,血漿,nmol/ml,nmol/mL,1
872,生化学検査,ｱﾙｷﾞﾆﾝ,1.2.840.114319.5.1000.1.22.1,0068100,ｱﾙｷﾞﾆﾝ,005,静血漿,nmol/mL,nmol/mL,1
873,生化学検査,ｱﾛｲｿﾛｲｼﾝ,1.2.840.114319.5.1000.1.18.1,0948040,ｱﾛｲｿﾛｲｼﾝ,034,血液,nmol/mL,nmol/mL,1
874,生化学検査,ｱﾛｲｿﾛｲｼﾝ,1.2.840.114319.5.1000.1.28.13,2740,アロイソロイシン,13,血漿,nmol/ml,nmol/mL,1
875,生化学検査,ｱﾛｲｿﾛｲｼﾝ,1.2.840.114319.5.1000.1.22.1,0068400,allo-Ile,005,静血漿,nmol/mL,nmol/mL,1
876,生化学検査,ﾌｨｯｼｬｰ比,1.2.840.114319.5.1000.1.18.1,0948041,ﾌｨｯｼｬｰ比,034,血液,,,1
877,生化学検査,ﾌｨｯｼｬｰ比,1.2.840.114319.5.1000.1.22.2,394151,Ｆｉｓｈｅｒ比,1C1,静脈血漿（凝固）,,,1
878,生化学検査,ﾌｨｯｼｬｰ比,1.2.840.114319.5.1000.1.28.13,2741,フィッシャー比,13,血漿,,,1
879,生化学検査,ﾌｨｯｼｬｰ比,1.2.840.114319.5.1000.1.22.1,0068410,ﾌｨｯｼｬｰ比,005,静血漿,,,1
880,生化学検査,ﾓﾉｴﾀﾉｰﾙｱﾐﾝ,1.2.840.114319.5.1000.1.18.1,0948029,ﾓﾉｴﾀﾉｰﾙｱﾐﾝ,034,血液,nmol/mL,nmol/mL,1
881,生化学検査,ﾓﾉｴﾀﾉｰﾙｱﾐﾝ,1.2.840.114319.5.1000.1.22.2,394131,Ｍｅａ,1C1,静脈血漿（凝固）,μMol/L,nmol/mL,1
882,生化学検査,ﾓﾉｴﾀﾉｰﾙｱﾐﾝ,1.2.840.114319.5.1000.1.28.13,2729,モノエタノールアミン,13,血漿,nmol/ml,nmol/mL,1
883,生化学検査,ﾓﾉｴﾀﾉｰﾙｱﾐﾝ,1.2.840.114319.5.1000.1.22.1,0065400,ﾓﾉｴﾀﾉｰﾙｱﾐﾝ,005,静血漿,nmol/mL,nmol/mL,1
884,血液検査,前骨髄球,1.2.840.114319.5.1000.1.22.1,0520800,PRO-MYELO,003,静全血,%,%,1
885,血液検査,前骨髄球,1.2.840.114319.5.1000.1.22.2,005511,Ｐｒｏ　Ｍｙｅｌｏ,1G1,末梢全血（HLA関連）,%,%,1
886,血液検査,前骨髄球,1.2.840.114319.5.1000.1.45.2,02032,前骨髄球,002,血漿,%,%,1
887,血液検査,骨髄球,1.2.840.114319.5.1000.1.22.1,0521100,MYELOCYTE,003,静全血,%,%,1
888,血液検査,骨髄球,1.2.840.114319.5.1000.1.22.2,005510,Ｍｙｅｌｏ,1G1,末梢全血（HLA関連）,%,%,1
889,血液検査,骨髄球,1.2.840.114319.5.1000.1.28.13,0031,Ｍｙｅｌｏ,11,全血,%,%,1
890,血液検査,骨髄球,1.2.840.114319.5.1000.1.45.2,02033,骨髄球,002,血漿,%,%,1
891,血液検査,形質細胞,1.2.840.114319.5.1000.1.45.2,02043,形質細胞,002,血漿,%,%,1
892,血液ガス検査,HHb,1.2.840.114319.5.1000.1.45.4,01219,HHb,003,全血,%,%,1
893,血液ガス検査,HHb,1.2.840.114319.5.1000.1.22.2,300401,Ｈｈｇｂ,1A1,動脈全血,%,%,1
894,血液ガス検査,HHb,1.2.840.114319.5.1000.1.22.1,0662000,HHb,009,動全血,％,%,1
895,血液検査,IPF%,1.2.840.114319.5.1000.1.18.1,0212310,IPF,034,血液,%,%,1
896,血液検査,IPF%,1.2.840.114319.5.1000.1.26.1,0206690,IPF%,010,血液,%,%,1
897,生化学検査,UIBC,1.2.840.114319.5.1000.1.18.1,0972400,UIBC,034,血液,μg/dL,μg/dL,1
898,生化学検査,UIBC,1.2.840.114319.5.1000.1.22.1,0032500,UIBC,005,静血漿,μg/dL,μg/dL,1
899,生化学検査,UIBC,1.2.840.114319.5.1000.1.22.2,304200,Ｕｉｂｃ,1B1,静脈血清（一般特殊 ）,μg/dl,μg/dL,1
900,生化学検査,UIBC,1.2.840.114319.5.1000.1.28.13,0262,Ｕｉｂｃ,13,血漿,μg/dl,μg/dL,1
901,生化学検査,UIBC,1.2.840.114319.5.1000.1.27.3,0000035,UIBC,023,血清,μg/dL,μg/dL,1
902,生化学検査,BUN/CRE比,1.2.840.114319.5.1000.1.27.3,0000041,BUN/CRE比,023,血清,,,1
903,生化学検査,Na･Cl差,1.2.840.114319.5.1000.1.27.3,0000046,Na･Cl差,023,血清,mEq/L,mEq/L,1
904,生化学検査,亜鉛,1.2.840.114319.5.1000.1.18.1,0515900,亜鉛,034,血液,μg/dL,μg/dL,1
905,生化学検査,亜鉛,1.2.840.114319.5.1000.1.22.1,0059901,亜鉛,004,静血清,μg/dL,μg/dL,1
906,生化学検査,亜鉛,1.2.840.114319.5.1000.1.22.2,303900,Ｚｎ,1B1,静脈血清（一般特殊 ）,μg/dl,μg/dL,1
907,生化学検査,亜鉛,1.2.840.114319.5.1000.1.27.3,0000083,亜鉛,023,血清,μg/dL,μg/dL,1
908,血液検査,ﾄﾗﾝｽﾌｪﾘﾝ飽和度(TSAT),1.2.840.114319.5.1000.1.27.3,0000460,ﾄﾗﾝｽﾌｪﾘﾝ飽和度(TSAT),023,血清,%,%,1
909,血液ガス検査,ＳＢＣ,1.2.840.114319.5.1000.1.45.2,01261,ＳＢＣ,003,全血,mmol/L,mmol/L,1
910,生理機能検査,FRC%,1.2.840.114319.5.1000.1.26.1,0206700,FRC%,010,血液,%,%,1
911,生化学検査,ｸﾞﾘｼﾙﾌﾟﾛﾘﾝ,1.2.840.114319.5.1000.1.18.1,0948042,ｸﾞﾘｼﾙﾌﾟﾛﾘﾝ,034,血液,nmol/mL,nmol/mL,1
912,生化学検査,ｸﾞﾘｼﾙﾌﾟﾛﾘﾝ,1.2.840.114319.5.1000.1.28.13,2806,グリシルプロリン,13,血漿,nmol/ml,nmol/mL,1
913,生化学検査,ﾎﾓｼﾄﾙﾘﾝ,1.2.840.114319.5.1000.1.18.1,0948043,ﾎﾓｼﾄﾙﾘﾝ,034,血液,nmol/mL,nmol/mL,1
914,生化学検査,ﾎﾓｼﾄﾙﾘﾝ,1.2.840.114319.5.1000.1.22.2,394120,Ｈｏｍｏ－Ｃｉｔ,1C1,静脈血漿（凝固）,μMol/L,nmol/mL,1
915,生化学検査,ﾎﾓｼﾄﾙﾘﾝ,1.2.840.114319.5.1000.1.28.13,2807,ホモシトルリン,13,血漿,nmol/ml,nmol/mL,1
916,生化学検査,S-ｽﾙﾎｼｽﾃｲﾝ,1.2.840.114319.5.1000.1.18.1,0948044,S-ｽﾙﾎｼｽﾃｲﾝ,034,血液,nmol/mL,nmol/mL,1
917,生化学検査,S-ｽﾙﾎｼｽﾃｲﾝ,1.2.840.114319.5.1000.1.28.13,2808,Ｓ－スルホシステイン,13,血漿,nmol/ml,nmol/mL,1
918,生化学検査,ｷﾇﾚﾆﾝ,1.2.840.114319.5.1000.1.18.1,0948045,ｷﾇﾚﾆﾝ,034,血液,nmol/mL,nmol/mL,1
919,生化学検査,ｷﾇﾚﾆﾝ,1.2.840.114319.5.1000.1.28.13,2809,キヌレニン,13,血漿,nmol/ml,nmol/mL,1
920,生化学検査,ｱﾙｷﾞﾆﾉｺﾊｸ酸,1.2.840.114319.5.1000.1.18.1,0948046,ｱﾙｷﾞﾆﾉｺﾊｸ酸,034,血液,nmol/mL,nmol/mL,1
921,生化学検査,ｱﾙｷﾞﾆﾉｺﾊｸ酸,1.2.840.114319.5.1000.1.28.13,2810,アルギニノコハク酸,13,血漿,nmol/ml,nmol/mL,1
922,生化学検査,総胆汁酸,1.2.840.114319.5.1000.1.18.1,0941400,胆汁酸（血中）,034,血液,μmol/L,μmol/L,1
923,生化学検査,総胆汁酸,1.2.840.114319.5.1000.1.22.1,0054300,TBA（胆汁酸）,004,静血清,μmol/L,μmol/L,1
924,生化学検査,総胆汁酸,1.2.840.114319.5.1000.1.22.2,317000,血清総胆汁酸,1B1,静脈血清（一般特殊 ）,μMol/L,μmol/L,1
925,生化学検査,総胆汁酸,1.2.840.114319.5.1000.1.28.13,2011,総胆汁酸（Ｔｂａ）,12,血清,nmol/ml,μmol/L,1
926,生化学検査,総胆汁酸,1.2.840.114319.5.1000.1.45.1,0002903,総胆汁酸,001,血液,μmol/L,μmol/L,1
927,生化学検査,血清銅,1.2.840.114319.5.1000.1.18.1,0903900,銅(血液),034,血液,μg/dL,μg/dL,1
928,生化学検査,血清銅,1.2.840.114319.5.1000.1.22.1,0032701,Cu,004,静血清,μg/dL,μg/dL,1
929,生化学検査,血清銅,1.2.840.114319.5.1000.1.22.2,304300,Ｃｕ,1B1,静脈血清（一般特殊 ）,μg/dl,μg/dL,1
930,生化学検査,血清銅,1.2.840.114319.5.1000.1.28.13,2121,血清銅,12,血清,μg/dl,μg/dL,1
931,生化学検査,血清銅,1.2.840.114319.5.1000.1.27.3,0005068,.血清銅,023,血清,μg/dL,μg/dL,1
932,生化学検査,NEFA（遊離脂肪酸）,1.2.840.114319.5.1000.1.18.1,0514600,NEFA（遊離脂肪酸）,034,血液,mEq/L,mEq/L,1
933,生化学検査,NEFA（遊離脂肪酸）,1.2.840.114319.5.1000.1.22.2,315700,Ｎｅｆａ,1B1,静脈血清（一般特殊 ）,μMol/L,mEq/L,1
934,生化学検査,HDL-C,1.2.840.114319.5.1000.1.45.4,00140,HDL-C,001,血清,mg/dL,mg/dL,1
